Value,Class
-363.2789093,0
320.8885899,0
891.7274217,0
1174.652287,0
1712.290261,0
1081.236959,0
328.3597528,0
-170.316551,0
-304.7507381,0
-477.6408154,0
-474.9339497,0
-113.8775717,0
-74.36444572,0
544.8066261,0
356.9283472,0
622.5744194,0
591.5547463,0
196.511187,0
-65.44366044,0
-656.6879451,0
-774.5267022,0
-669.5675022,0
-875.4452999,0
-597.1863826,0
250.8652749,0
719.9168428,0
1064.165604,0
1298.79773,0
3411.987863,1
1283.487464,0
989.6227127,0
527.5849996,0
-149.734664,0
62.59227507,0
-273.0696325,0
401.2466879,0
419.0567168,0
479.4408202,0
585.3177197,0
524.6971518,0
365.908056,0
-99.28792204,0
108.8285584,0
-367.4160824,0
-876.4524734,0
-803.583405,0
-754.8777977,0
312.2205414,0
76.91328899,0
774.1605637,0
1250.170816,0
1533.52334,0
1301.553121,0
555.2833284,0
374.9298816,0
318.9479533,0
-123.6061226,0
-532.6261468,0
-330.6639703,0
-310.1805519,0
224.7391693,0
2318.403074,1
723.5271855,0
702.3850081,0
465.6619651,0
95.40372195,0
-289.7372903,0
-913.2306555,0
-1059.961779,0
-929.4022749,0
-637.4680976,0
-465.8771432,0
-12.7414106,0
315.1745561,0
587.3647195,0
925.9557053,0
1352.391866,0
966.2766049,0
320.3114513,0
-171.7676753,0
-533.1666882,0
-398.4972994,0
-694.8489828,0
-156.7981646,0
-18.28740405,0
416.289846,0
85.27921909,0
294.3585723,0
-111.7841452,0
-128.0097138,0
-683.7244883,0
-1191.32793,0
-1056.597423,0
-1399.227357,0
-1030.835145,0
-685.7221909,0
-537.11923,0
15.09266732,0
566.6881282,0
480.0179995,0
827.3049832,0
120.500767,0
391.4469164,0
-548.3751269,0
-396.6093266,0
-1080.885273,0
-1205.7785,0
-788.4312261,0
-501.4572814,0
-615.1927155,0
210.70534,0
-290.7169661,0
-140.2479519,0
1739.643743,1
-978.9914964,0
-1444.889027,0
-1635.673759,0
-1979.200713,0
-1719.923864,0
-1388.329151,0
-232.8069585,0
271.9288401,0
388.1194735,0
236.7764467,0
482.2466267,0
577.2627461,0
-289.1008654,0
-420.387448,0
-1184.405387,0
-976.6498216,0
-1344.762627,0
-1214.629668,0
-851.9942246,0
-532.8898619,0
-346.1158164,0
61.82581031,0
-274.9578599,0
-710.7732274,0
-1314.277548,0
-1691.329915,0
-1886.132454,0
-2003.145343,0
-1636.673131,0
-1004.543231,0
-856.8513099,0
300.7424649,0
65.67963806,0
561.6485063,0
1108.621793,0
512.2352555,0
-145.0532738,0
-708.3418067,0
-706.3389194,0
-1018.128069,0
-1075.20273,0
-708.0160865,0
-589.5599967,0
456.7828972,0
432.5922372,0
250.3374252,0
64.17110335,0
-566.2911636,0
-648.0033425,0
-1323.87646,0
-1724.642168,0
-1074.202559,0
-1518.810722,0
-947.7541682,0
-482.2699809,0
-19.4536442,0
765.392256,0
482.5586804,0
763.7753965,0
431.3624695,0
-146.3281746,0
-253.5914971,0
-673.9279994,0
-882.3822826,0
-484.2176619,0
-384.1447514,0
-222.3373057,0
143.3067915,0
138.2836918,0
291.9531171,0
425.5914771,0
-174.6993103,0
-552.1536715,0
-504.2727113,0
-1393.765002,0
-1034.887639,0
-629.2890529,0
-881.4715725,0
-91.95927658,0
347.7403726,0
740.3780494,0
819.1243334,0
819.7505507,0
1074.792303,0
522.6968992,0
140.7870569,0
-19.60324472,0
-649.6440325,0
-351.9661341,0
-361.3901247,0
-166.122242,0
466.9241915,0
453.1844003,0
212.2444735,0
223.9573065,0
282.3679361,0
-223.5065587,0
-1240.602308,0
-3335.17072,1
-1003.154526,0
-1383.58463,0
-266.0790832,0
-199.5960434,0
516.4109992,0
809.979744,0
1422.254297,0
659.8815102,0
707.0941986,0
83.17723753,0
-5.834714906,0
65.97970372,0
-1003.253322,0
-653.9676779,0
-489.5357457,0
193.5674842,0
-111.9614107,0
418.1751998,0
706.2176094,0
53.1752162,0
-410.7043352,0
-723.9231529,0
-979.3578383,0
-1605.785044,0
-1042.383543,0
-1230.436555,0
-1517.108377,0
-580.8615424,0
556.2155862,0
359.460035,0
753.1431936,0
732.1845026,0
74.53180399,0
150.9938215,0
-309.1953894,0
-331.2462314,0
-725.693195,0
-946.9572189,0
-806.8260161,0
-363.812564,0
-432.7270002,0
-21.11741812,0
39.1805796,0
-112.0031955,0
-870.0135746,0
-704.7367959,0
-1296.409121,0
-1145.999502,0
-2232.364844,0
-1739.00126,0
-1607.379341,0
-789.6520097,0
-103.6329464,0
619.1905777,0
305.1913854,0
74.80823847,0
12.85721153,0
-180.1880289,0
-724.2345128,0
-817.0425425,0
-1390.231743,0
-1700.355739,0
-907.1605189,0
-1105.04655,0
-412.2716244,0
-252.0413124,0
-277.3775,0
-150.5522098,0
-959.1510128,0
-1655.695094,0
-1738.12861,0
-2072.474246,0
-1915.492915,0
-1483.991998,0
-1887.27649,0
-989.6818348,0
-398.9576897,0
119.465504,0
26.54257207,0
238.7486352,0
-23.90135587,0
-516.4027051,0
-972.7750627,0
-947.7955976,0
-1316.273055,0
-997.5328698,0
-1324.784069,0
-1255.480414,0
-757.6686644,0
-445.6165333,0
-504.0074068,0
-723.647572,0
-1340.842051,0
-1582.42366,0
-2046.170479,0
-1969.675012,0
-1995.563776,0
-1506.321457,0
-1528.520064,0
-693.4068892,0
-492.6215799,0
-318.0544092,0
350.2378389,0
94.78976186,0
-228.5006919,0
-599.4028051,0
-585.6276924,0
-810.1165712,0
-1114.856614,0
-1387.34423,0
-1425.849907,0
-758.6673116,0
-241.7335032,0
-101.1519326,0
-194.7693516,0
-387.0248768,0
-972.8445263,0
-1087.692122,0
-1565.004404,0
-1808.201609,0
-1899.386385,0
-1908.545471,0
-1353.794537,0
-494.277763,0
-124.1328825,0
292.3063126,0
460.2945282,0
804.7328617,0
234.4314404,0
-97.72678057,0
-538.063449,0
-1134.820458,0
-1095.037052,0
-748.4742857,0
-737.5721204,0
-877.7679974,0
-211.2617204,0
106.61403,0
-14.39415721,0
14.64035244,0
-547.2788857,0
-1172.748028,0
-1144.15804,0
-1503.052904,0
-1468.749195,0
-1141.107327,0
-4399.53701,1
-921.47805,0
-814.4029679,0
131.6111752,0
135.383287,0
603.8691975,0
917.7429562,0
37.31655727,0
72.32253135,0
-519.976343,0
-791.6311483,0
-670.897883,0
-772.5521953,0
-379.4912397,0
-650.3508462,0
-290.3132519,0
-68.60062165,0
95.96661295,0
-291.1267126,0
-596.7625486,0
-1063.134205,0
-1092.844332,0
-1366.372253,0
-1323.021329,0
-714.0867906,0
-974.8231942,0
-247.789317,0
881.3499633,0
651.0058662,0
700.289047,0
441.9120386,0
276.7883405,0
-396.7952338,0
-806.0967943,0
-4086.227322,1
-888.0265366,0
-909.0398355,0
-966.0063429,0
-882.4833068,0
-930.8942532,0
-62.96721154,0
73.50504576,0
351.3738294,0
-657.1252043,0
-648.3805678,0
-611.4769312,0
-1405.658963,0
-1379.252524,0
-1622.496671,0
-1535.738857,0
-957.1275448,0
-1079.597516,0
-222.5877396,0
394.8609191,0
755.5912838,0
566.1874713,0
158.5775995,0
-32.60738194,0
-740.8526111,0
-1366.181678,0
-1310.297972,0
-1340.54874,0
-1036.647976,0
-931.3430756,0
-407.3489769,0
101.7499317,0
-801.1059277,0
-440.1008389,0
-1109.45564,0
-1531.415501,0
-2223.218483,0
-2131.008909,0
-2046.450167,0
-2271.448306,0
-1086.339192,0
-1205.073148,0
-1047.004141,0
-142.9966122,0
624.9670678,0
394.5080068,0
48.66431359,0
-476.7940587,0
-994.6477847,0
-1565.117981,0
-2009.844347,0
-2171.188555,0
-1742.907785,0
-1598.146337,0
-1124.784699,0
-537.6025665,0
-907.6050858,0
-1251.910174,0
-1474.877203,0
-2086.461403,0
-1900.454928,0
-2706.377073,0
-2434.615511,0
-2067.5431,0
-1517.151983,0
-831.183646,0
-1164.422567,0
-128.5956217,0
-276.5468127,0
-231.2456325,0
-109.8063571,0
-991.9356525,0
-1120.200728,0
-1649.849219,0
-1925.355978,0
-1461.571895,0
-1650.351867,0
-1349.355626,0
-837.4616674,0
-589.7604522,0
-1000.708392,0
-693.9695557,0
-1455.996583,0
-1939.342673,0
-2672.35252,0
-2412.138341,0
-2338.093072,0
-2369.505031,0
-1495.799574,0
-1106.412739,0
-692.7484663,0
125.4395749,0
-440.1828722,0
-52.31221662,0
-170.3030554,0
-991.4016863,0
-1237.488986,0
-1528.120171,0
-1791.588776,0
-1642.909417,0
-1490.880097,0
-1341.902077,0
-660.288138,0
-2967.210408,1
-751.5050223,0
-662.2348536,0
-713.2108296,0
-1941.002033,0
-1867.63994,0
-2066.928415,0
-2181.148864,0
-1372.218948,0
-1255.806841,0
-1135.404842,0
-615.9466326,0
167.2629434,0
404.2986378,0
308.8971823,0
-247.7733129,0
-365.7247533,0
-927.0961325,0
-810.8427141,0
-1616.008653,0
-1378.734887,0
-1421.533646,0
-1103.555771,0
-564.4442147,0
-415.5028322,0
-449.8526932,0
-141.4145644,0
-3865.326921,1
-822.242944,0
-952.7370192,0
-1881.489853,0
-1958.299417,0
-2261.662591,0
-1383.304819,0
-1534.045123,0
-422.2326852,0
-465.3245252,0
161.3600423,0
-282.0664202,0
300.0897214,0
108.4477308,0
-738.8469807,0
-780.7024367,0
-1138.291676,0
-1667.494599,0
-1004.720958,0
-4024.198701,1
-1303.705952,0
-771.8666816,0
-289.9543709,0
-350.7505076,0
-34.98697809,0
-361.8401319,0
-391.2623731,0
-1325.968039,0
-1842.912581,0
-1746.950204,0
-1919.732176,0
-1743.776149,0
-1152.020129,0
-630.7341025,0
-216.55802,0
332.4074306,0
557.4766329,0
529.6149139,0
295.5916643,0
-33.07093315,0
-805.2468473,0
-1232.273237,0
-1607.871893,0
-1367.245284,0
-1344.430298,0
-743.6193015,0
-600.2683298,0
-501.1042625,0
-593.1389364,0
-543.4061725,0
-1057.203057,0
-1653.464766,0
-2099.773241,0
-1781.633596,0
-2252.095264,0
-2082.569375,0
-1576.05203,0
-1128.057615,0
-583.000952,0
-156.7017313,0
-36.51109497,0
-206.4632243,0
-55.19812668,0
-661.7170631,0
-1418.826565,0
-1253.752165,0
-2048.567508,0
-1732.301742,0
-1526.933676,0
-1398.154416,0
-829.0464645,0
-1071.023315,0
-359.1716711,0
-826.9320302,0
-877.099607,0
-1568.679378,0
-2529.094111,0
-2254.238032,0
-2355.667282,0
-2031.853736,0
-1624.955203,0
-1255.362682,0
-700.2204761,0
-588.4197274,0
108.8696658,0
-729.8360636,0
-1028.231913,0
-1300.932867,0
-1225.496947,0
-2058.229329,0
-2082.223446,0
-1966.265875,0
-1915.907068,0
-2004.992357,0
-955.0936874,0
-1062.532805,0
-911.6150535,0
-1225.83357,0
-1707.183186,0
-1995.402131,0
-2233.709566,0
-3043.487852,0
-3007.960252,0
-2234.136194,0
-2347.50228,0
-1607.85201,0
-1422.482056,0
-520.095282,0
-342.5785669,0
-588.2969362,0
-420.7891415,0
-1305.322379,0
-1684.049641,0
-1705.498058,0
-2038.77479,0
-1928.657365,0
-1589.689076,0
-1578.291891,0
-1184.477874,0
-1290.875287,0
-1011.11654,0
-1371.570717,0
-1343.459955,0
-2078.549053,0
-2453.926747,0
-2714.845518,0
-3225.773697,0
-2772.449363,0
-1662.485061,0
-1422.148422,0
-1042.878235,0
-671.844589,0
-461.7726513,0
-352.3751898,0
-521.5541352,0
-1324.085082,0
-1546.446525,0
-2145.737516,0
-2123.841778,0
-1875.899086,0
-2130.040011,0
-1243.701992,0
-898.4575273,0
-972.0150137,0
-877.5357882,0
-796.3124423,0
