Value,Class
159,0
137,0
141,0
158,0
143,0
141,0
152,0
129,0
152,0
148,0
118,0
127,0
124,0
132,0
121,0
119,0
124,0
104,0
131,0
116,0
129,0
135,0
141,0
136,0
123,0
125,0
145,0
116,0
140,0
131,0
110,0
115,0
126,0
128,0
115,0
116,0
122,0
130,0
117,0
120,0
107,0
102,0
104,0
108,0
102,0
114,0
114,0
116,0
97,0
125,0
110,0
119,0
112,0
144,0
128,0
146,0
131,0
144,0
133,0
132,0
133,0
131,0
123,0
132,0
115,0
128,0
120,0
105,0
113,0
112,0
144,0
128,0
131,0
115,0
140,0
125,0
136,0
125,0
140,0
170,0
133,0
128,0
146,0
141,0
146,0
116,0
132,0
137,0
156,0
125,0
117,0
126,0
127,0
113,0
127,0
136,0
116,0
96,0
104,0
130,0
114,0
120,0
109,0
127,0
111,0
119,0
140,0
111,0
125,0
125,0
130,0
140,0
117,0
117,0
113,0
109,0
107,0
103,0
100,0
90,0
92,0
99,0
121,0
132,0
125,0
159,0
141,0
133,0
124,0
133,0
140,0
124,0
113,0
110,0
130,0
130,0
114,0
132,0
123,0
126,0
129,0
117,0
105,0
94,0
128,0
116,0
127,0
119,0
135,0
128,0
146,0
164,0
126,0
137,0
113,0
145,0
135,0
132,0
137,0
130,0
156,0
132,0
134,0
135,0
133,0
126,0
128,0
141,0
116,0
129,0
129,0
136,0
157,0
135,0
135,0
167,0
132,0
145,0
128,0
133,0
128,0
152,0
141,0
149,0
415,1
137,0
129,0
141,0
136,0
130,0
149,0
139,0
139,0
130,0
144,0
134,0
135,0
134,0
155,0
145,0
131,0
143,0
151,0
132,0
118,0
150,0
143,0
134,0
147,0
139,0
131,0
130,0
118,0
146,0
138,0
127,0
123,0
118,0
119,0
128,0
117,0
95,0
148,0
118,0
121,0
122,0
127,0
130,0
114,0
118,0
156,0
124,0
128,0
123,0
111,0
104,0
104,0
92,0
95,0
112,0
110,0
123,0
273,1
122,0
126,0
156,0
154,0
132,0
153,0
139,0
151,0
155,0
156,0
124,0
149,0
118,0
114,0
172,0
144,0
136,0
132,0
118,0
126,0
132,0
124,0
138,0
125,0
149,0
154,0
136,0
132,0
162,0
152,0
137,0
133,0
141,0
164,0
151,0
145,0
131,0
136,0
127,0
148,0
124,0
151,0
