Value,Class
8.600845769,0
157.7085372,0
262.9311023,0
342.2794023,0
336.6430206,0
285.5416811,0
159.9518042,0
94.31657588,0
-21.17586772,0
-65.35402347,0
-54.5281813,0
-30.52059077,0
40.45713293,0
69.63210428,0
102.2932535,0
147.4262145,0
69.58776825,0
-66.36074015,0
-85.67304055,0
-243.9536527,0
-277.2930441,0
-320.8966324,0
-273.112852,0
-145.8260915,0
28.52475014,0
163.1045809,0
270.7769406,0
369.4737347,0
368.4957454,0
324.4124048,0
187.8784913,0
64.30819364,0
-20.38972862,0
-17.71628527,0
-87.02759942,0
-5.400556875,0
46.89865551,0
71.21988394,0
99.91195523,0
117.4766427,0
48.36590036,0
-67.95796576,0
-196.4856682,0
-214.4605489,0
-335.4253242,0
-332.6503419,0
-319.6498816,0
-141.5490754,0
-35.87530768,0
117.4258078,0
245.7354689,0
329.680857,0
319.0340811,0
204.8404134,0
145.4839986,0
5.888387861,0
-86.35291728,0
-119.7528682,0
-158.6722654,0
-150.198708,0
-93.96260573,0
-14.63143279,0
-64.92255999,0
-39.32855351,0
-26.36779329,0
-218.9688353,0
-245.872175,0
-410.4970293,0
-485.4637322,0
-479.9783511,0
-380.3207294,0
-282.1170778,0
-168.5258204,0
-15.24317931,0
51.86743338,0
128.2365262,0
118.1462031,0
43.17960113,0
3.788402187,0
-224.9526106,0
-266.0853122,0
-287.7569336,0
-328.1820429,0
-316.5849385,0
-266.3401821,0
-183.4516991,0
-124.6956193,0
-205.772962,0
-307.8107659,0
-355.2514008,0
-532.0233362,0
-584.6659931,0
-651.1571678,0
-615.3379414,0
-625.0673674,0
-520.6248192,0
-350.5554837,0
-237.1793267,0
-75.97392288,0
-36.51465688,0
-52.95692332,0
-121.1413166,0
-222.9679191,0
-343.686652,0
-468.2815453,0
-482.1201135,0
-518.8355121,0
-439.3675474,0
-435.2663652,0
-425.7712864,0
-323.8551921,0
-335.8430682,0
-444.2137996,0
-568.7632525,0
-585.1142707,0
-725.0879184,0
-834.7134632,0
-843.0225066,0
-669.3162552,0
-663.0549325,0
-494.2015622,0
-341.5199633,0
-266.1621588,0
-237.32024,0
-124.9106707,0
-237.7507084,0
-341.2420361,0
-419.5876008,0
-519.3203216,0
-627.7937545,0
-641.4486271,0
-591.918839,0
-560.8216726,0
-463.174967,0
-424.2107035,0
-472.2997609,0
-544.8830404,0
-599.6176754,0
-706.9909612,0
-776.7948112,0
-883.2433609,0
-861.1746616,0
-790.066006,0
-670.9574265,0
-548.8108826,0
-398.6337387,0
-268.9331286,0
-221.4980345,0
-229.0630671,0
-235.0795054,0
-375.9052683,0
-476.7494484,0
-566.6662026,0
-626.0217713,0
-677.4913047,0
-582.0605898,0
-510.734909,0
-462.4361043,0
-448.6925769,0
-505.7781388,0
-517.8409265,0
-583.0664971,0
-668.6053812,0
-750.8772614,0
-910.1521437,0
-824.3492923,0
-772.6132681,0
-698.0560691,0
-522.6691973,0
-333.554007,0
-241.6136612,0
-153.1722958,0
-150.5209945,0
-216.523604,0
-322.8530141,0
-423.4234942,0
-517.2410468,0
-609.0623641,0
-586.8830776,0
-566.5833525,0
-466.9774027,0
-431.4068532,0
-411.9481976,0
-397.1158217,0
-431.3728343,0
-528.010286,0
-694.6108517,0
-816.2283982,0
